Date,rRate,rCAPE,Rate,CAPE
2021-03-01,3.8433102577376084,20.223604581758046,,
2021-04-01,3.848750266245218,20.19501956756677,,
2021-05-01,3.864749042154327,20.11141890190454,,
2021-06-01,3.897724645274161,19.941271898654833,,
2021-07-01,4.015393887492976,19.35690224054911,,
2021-08-01,4.020181043092008,19.33385240723377,,
2021-09-01,4.08513801738596,19.02642863147029,,
2021-10-01,4.137762822361824,18.784447121387792,,
2021-11-01,4.167238020191882,18.651583269515548,,
2021-12-01,4.226939055009846,18.388149421122645,,
2022-01-01,4.250263703772946,18.287238711448243,,
2022-02-01,4.293324527799333,18.103822907918047,,
2022-03-01,4.303595486325822,18.060616334519377,,
2022-04-01,4.320500547423354,17.989949563564743,,
2022-05-01,4.328388442628182,17.9571653440386,,
2022-06-01,4.355686020083671,17.84462575564777,,
2022-07-01,4.375709518766865,17.762967720810714,,
2022-08-01,4.4021881916793975,17.656125443344198,,
2022-09-01,4.415055401394849,17.60466854231187,,
2022-10-01,4.463203691861715,17.414752340169063,,
2022-11-01,4.4834666570862325,17.336046609079325,,
2022-12-01,4.48469384487862,17.3313027880956,,
